image_file_path,split,dominant_colour_name,album_name
51vTWJkDt9L._SY300_.jpg,test,Martinique,Back Again
51WFBWRHJZL._SY300_.jpg,test,Blue Dianne,Space and Time
51WRN5V9MQL.jpg,test,Oxford Blue,Chrome
51Wyb6lSqPL._SY300_.jpg,test,Clam Shell,undefined
51XNV9DXF7L._SY300_.jpg,test,Antique Brass,"Maximum Bass, Vol. 2"
51XQwJ9GCkL._SY300_.jpg,test,Thunder,Raoul Loves You
51XT8GfAR9L._SX300_.jpg,test,Spicy Mix,Haul Ass
51Xy40ietSL._SY300_.jpg,test,Ebb,90's Megamix
51YGMe8mR4L._SX300_.jpg,test,Outer Space,Dope Radio
51YTGJS6KRL._SY300_.jpg,test,Tuscany,I Am a Photograph (1977) / Sweet Revenge (1978)
51zk97siLJL._SX300_.jpg,test,Tango,Style Ibiza Lounge
612LYY9U51L._SX300_.jpg,test,Kelp,undefined
618VvLf-JgL._SY300_.jpg,test,Log Cabin,Wowie Zowie
61bqzTZJpuL._SX300_.jpg,test,Di Serria,undefined
61D2V2ZHHVL._SY300_.jpg,test,Half Baked,Caribe 2004
61F8NK4SB2L._SY300_.jpg,test,Bunker,Clubber's Guide 2006
61K085V9RWL._SX300_.jpg,test,Milano Red,Red Alert
61MFZ0S8P2L._SY300_.jpg,test,Brandy Rose,You Won't Forget About Me Pt.2
61Ox2erIlhL._SY300_.jpg,test,Oil,undefined
61pHHa2T5KL._SY300_.jpg,test,Brandy Punch,undefined
61S3GupatvL._SX300_.jpg,test,Heavy Metal,undefined
61U2TO+XJ+L._SY300_.jpg,test,Mongoose,undefined
61WMX7KCJ2L._SY300_.jpg,test,Ebony Clay,It's Time
11hFbG5ln+L._SL500_.jpg,val,Red Violet,undefined
21FEBM2W01L.jpg,val,Gray Nickel,Girl (+ Bonus Tracks)
21o41+VNgFL._SL500_.jpg,val,Tacha,undefined
310TJB6TA9L.jpg,val,Tan Hide,"Chill Out Mix, Vol. 2"
312P82P7SSL.jpg,val,Deep Koamaru,Future Trance: Ibiza
317HBV4E98L._SY300_.jpg,val,Chambray,Expansion
318XJF59N0L.jpg,val,Iceberg,Chillout Voices
319SYP3RJBL.jpg,val,Spicy Mix,Kiss Smooth Grooves 2000
31NB8HBXTRL.jpg,val,Tabasco,Robodisco
31NGNczpiLL._SY300_.jpg,val,Iron,undefined
410E-HOpjkL._SX300_.jpg,val,Baltic Sea,The Disintegration Loops III
412M5BNC6RL.jpg,val,Bon Jour,Choose 80's Dance
414AZPDV3JL.jpg,val,Wafer,Biomechanik
414+xUy95aL._SX300_.jpg,val,Geyser,undefined
415F75+GXtL._SX300_.jpg,val,Bird Flower,undefined
416X7AkM1WL._SY300_.jpg,val,Porcelain,undefined
417TAAWQJKL._SY300_.jpg,val,Eerie Black,San Salvador
419iXsJwH0L._SY300_.jpg,val,Pampas,Technoir
41a84siO6iL._SL500_SX300_.jpg,val,Waikawa Gray,Es Vive Ibiza 2003
41ayqjesQGL._SY300_.jpg,val,Hampton,undefined
41CJRPFD99L.jpg,val,Green Kelp,In the House
41Fg7ZEzSoL._SX300_.jpg,val,Cocoa Brown,The Disintegration Loops
41F-qPdcSQL._SX300_.jpg,val,Shark,Unleash
41huxkiTdSL._SX300_.jpg,val,Mineral Green,undefined
41K3Z6K8MZL._SY300_.jpg,val,Punga,Going Out
41KXGCHG1VL.jpg,val,Victoria,Distance To Trance Vol. 1
41M0RMVPnSL._SY300_.jpg,val,Thunder,Full Sunken Breaks
41PBEFX1E3L.jpg,val,Vanilla,"Coffeeshop, Vol. 2"
41PWR2FYEEL.jpg,val,Silver Sand,Heartbeat (Sunday Sessions in Reykjavic)
41qOeGaV5cL._SY300_.jpg,val,Soft Amber,3 &amp; The Remixes
41rZLBsOeBL._SY300_.jpg,val,Misty Moss,"Kontor: Top of the Clubs, Vol. 14"
41T7870P5FL.jpg,val,Tall Poppy,This Is How I Feel
41TVYQ18FML.jpg,val,Shadow Blue,Ferry Corsten: World Tour Tokyo
41Y02EXD73L.jpg,val,Spicy Mix,Can't Get Enough
511M2K3R6PL.jpg,val,Crown of Thorns,Freestyle Beatz
51200Q9F4WL._SX300_.jpg,val,Iron,undefined
512eiQ00X4L._SL500_SX300_.jpg,val,Leather Jacket,Released Track
513NF9MQCBL.jpg,val,Brown,Moment of Truth
514i2xqE-VL._SY300_.jpg,val,Log Cabin,The Best 1991-2001
514QX1QFYSL._SY300_.jpg,val,Thunderbird,Tell Me Why
518x6ZZfiHL._SY300_.jpg,val,Ochre,Heaven Above
519Pzi2sfeL._SX300_.jpg,val,Iron,There Is Enough for Everyone
519Wvx87ymL._SX300_.jpg,val,Shimmering Blush,undefined
51AZM2YKREL._SX300_.jpg,val,Fuscous Gray,Major Tom '94 (Techno Trance Mix: English Version)
51bipA52DTL._SY300_.jpg,val,Ebony,undefined
51bSmqKhqTL._SX300_.jpg,val,Rose Quartz,Big Girls Don't Cry
51cxWpSMw1L._SX300_.jpg,val,Emperor,undefined
51FwwD8JGlL._SX300_.jpg,val,Bright Sun,undefined
51-GvSPb8VL._SX300_.jpg,val,Mulled Wine,undefined
51h2Pa6nPyL._SY300_.jpg,val,Moon Mist,Every Room on Every Floor
51HH9XWVTDL._SY300_.jpg,val,Mystic,Are You the One?
51i1BdoIV2L._SY300_.jpg,val,Licorice,Machine Says Yes
51iCzwKBasL._SY300_.jpg,val,Spicy Pink,undefined
51KE7zPteYL._SX300_.jpg,val,Moon Mist,undefined
51kJaY68sjL._SX300_.jpg,val,Chatelle,undefined
51M2HXXV1JL._SY300_.jpg,val,Heavy Metal,What a Feeling
51mECd6ajjL._SY300_.jpg,val,Black Marlin,undefined
51N4CAK8Q6L._SY300_.jpg,val,Chambray,New Horizon
51O6DO+RypL._SX300_.jpg,val,Black Coral Pearl,undefined
51opi5jFq4L._SY300_.jpg,val,Akaroa,Epsilon Minus
51PnuiW94xL._SX300_.jpg,val,Orange Red,The Sound of Miss Moneypenny's
51pyTuCNfvL._SX300_.jpg,val,Silver,undefined
51PZ+n0PvML._SX300_.jpg,val,Blue Haze,undefined
"51QOpa-uOoL._SY300__PJautoripBadge,BottomRight,4,-40_OU11__.jpg",val,Charade,undefined
51QtYt9FvTL._SX300_.jpg,val,Eerie Black,undefined
51Rmc+caE9L._SY300_.jpg,val,Brown,undefined
51S4fpX2+mL._SX300_.jpg,val,Thunder,undefined
51tOne7c7sL._SX300_.jpg,val,Himalaya,undefined
51vcPOkDiBL._SX300_.jpg,val,Tuscany,undefined
51xdmFqiqwL._SX300_.jpg,val,Heavy Metal,Dataplex
51XUbCxIuFL._SL500_SY300_.jpg,val,Eerie Black,Muzik Homelands 2002 Preview
51zM2TzG8HL._SX300_.jpg,val,Lavender Gray,1999
51zo1d2K5tL._SY300_.jpg,val,Juniper,Kontor Sunset Chill
51Zse13hjNL._SX300_.jpg,val,Taupe,Storm Of Impermanence
611PxuA4q1L._SX300_.jpg,val,Zeus,undefined
61-AyXDZgGL._SX300_.jpg,val,Clam Shell,undefined
61eZbWbeM-L._SX300_.jpg,val,Blossom,undefined
61ucYA9R8mL._SY300_.jpg,val,Ghost,undefined
